ID,FIRST_NAME,LAST_NAME,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON,POSITION,ROSTERSTATUS,TEAM_ID,TEAM_NAME,TEAM_CITY,FROM_YEAR,TO_YEAR,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,PTS,AST,REB,PIE,FULL_NAME,IS_ACTIVE,OD,Attratio,Defratio,ALLSTAR
937,Scottie,Pippen,1965-09-25T00:00:00,Central Arkansas,USA,Central Arkansas/USA,80.0,228.0,17,Forward-Guard,Inactive,1610612741,Bulls,Chicago,1987,2003,1987,1,5,16.1,5.2,6.4,,Scottie Pippen,No,3.2883523465703974,0.7689530685920577,0.23104693140794222,7.0
76166,Dave,Bing,1943-11-24T00:00:00,Syracuse,USA,Syracuse/USA,75.0,180.0,11,Guard,Inactive,1610612765,Pistons,Detroit,1966,1977,1966,1,2,20.3,6.0,3.8,,Dave Bing,No,1.6914418604651165,0.8737541528239202,0.12624584717607973,7.0
1460,James,Worthy,1961-02-27T00:00:00,North Carolina,USA,North Carolina/USA,81.0,225.0,11,Forward,Inactive,1610612747,Lakers,Los Angeles,1982,1993,1982,1,1,17.6,3.0,5.1,,James Worthy,No,1.1525603112840466,0.801556420233463,0.19844357976653693,7.0
600013,Rick,Barry,1944-03-28T00:00:00,Miami,USA,Miami/USA,79.0,205.0,9,Forward,Inactive,1610612744,Warriors,Golden State,1965,1979,1965,1,2,23.2,5.1,6.5,,Rick Barry,No,1.989,0.8132183908045977,0.18678160919540232,8.0
1713,Vince,Carter,1977-01-26T00:00:00,North Carolina,USA,North Carolina/USA,78.0,220.0,22,Guard-Forward,Inactive,1610612737,Hawks,Atlanta,1998,2019,1998,1,5,16.7,3.1,4.3,,Vince Carter,Yes,2.032133609958506,0.8215767634854771,0.1784232365145228,8.0
77480,Slater,Martin,1925-10-22T00:00:00,Texas,USA,Texas/USA,70.0,170.0,10,Guard,Inactive,1610612747,Lakers,Minneapolis,1949,1959,Undrafted,Undrafted,Undrafted,9.8,4.2,3.4,,Slater Martin,No,0.8042758620689656,0.8045977011494253,0.19540229885057472,7.0
77429,Ed,Macauley,1928-03-22T00:00:00,St. Louis,USA,St. Louis/USA,80.0,185.0,9,Center,Inactive,1610612738,Celtics,Boston,1949,1958,1949,None,None,17.5,3.2,7.5,,Ed Macauley,No,1.3404255319148937,0.7340425531914894,0.26595744680851063,7.0
78435,Chet,Walker,1940-02-22T00:00:00,Bradley,USA,Bradley/USA,79.0,212.0,12,Forward,Inactive,1610612755,76ers,Philadelphia,1962,1974,1962,2,12,18.2,2.1,7.1,,Chet Walker,No,1.188446715328467,0.7408759124087592,0.2591240875912409,7.0
959,Steve,Nash,1974-02-07T00:00:00,Santa Clara,Canada,Santa Clara/Canada,75.0,178.0,18,Guard,Inactive,1610612756,Suns,Phoenix,1996,2013,1996,1,15,14.3,8.5,3.0,,Steve Nash,No,2.5440697674418606,0.8837209302325582,0.11627906976744186,8.0
76750,Walt,Frazier,1945-03-29T00:00:00,Southern Illinois,USA,Southern Illinois/USA,76.0,200.0,12,Guard,Inactive,1610612752,Knicks,New York,1967,1979,1967,1,5,18.9,6.1,5.9,,Walt Frazier,No,2.641596116504854,0.8090614886731392,0.19093851132686085,7.0
76744,Larry,Foust,1928-06-24T00:00:00,La Salle,USA,La Salle/USA,81.0,215.0,11,Center,Inactive,1610612765,Pistons,Ft. Wayne Zollner,1950,1961,1950,1,5,13.7,1.7,9.8,,Larry Foust,No,0.9962944444444446,0.611111111111111,0.38888888888888895,8.0
1450,Kevin,McHale,1957-12-19T00:00:00,Minnesota,USA,Minnesota/USA,82.0,210.0,12,Forward,Inactive,1610612738,Celtics,Boston,1980,1992,1980,1,3,17.9,1.7,7.3,,Kevin McHale,No,0.9909546468401486,0.7286245353159851,0.27137546468401486,7.0
77537,Dick,McGuire,1926-01-25T00:00:00,St. John's,USA,St. John's/USA,72.0,180.0,10,Guard,Inactive,1610612752,Knicks,New York,1949,1959,1949,1,7,8.0,5.7,4.2,,Dick McGuire,No,1.0699441340782125,0.7653631284916201,0.23463687150837992,7.0
76773,Harry,Gallatin,1927-04-26T00:00:00,Truman State,USA,Truman State/USA,78.0,210.0,9,Forward,Inactive,1610612752,Knicks,New York,1948,1957,1948,None,None,13.0,1.8,11.9,,Harry Gallatin,No,0.938629213483146,0.5543071161048689,0.44569288389513106,7.0
77929,Willis,Reed,1942-06-25T00:00:00,Grambling,USA,Grambling/USA,82.0,235.0,9,Center,Inactive,1610612752,Knicks,New York,1964,1973,1964,2,8,18.7,1.8,12.9,,Willis Reed,No,1.170037724550898,0.6137724550898204,0.3862275449101797,7.0
76462,Dave,Cowens,1948-10-25T00:00:00,Florida State,USA,Florida State/USA,81.0,230.0,10,Center,Inactive,1610612738,Celtics,Boston,1970,1982,1970,1,4,17.6,3.8,13.6,,Dave Cowens,No,2.598765714285714,0.6114285714285715,0.38857142857142857,8.0
431,Shawn,Kemp,1969-11-26T00:00:00,Concord HS (IN),USA,Concord HS (IN)/USA,82.0,280.0,14,Forward,Inactive,1610612760,SuperSonics,Seattle,1989,2002,1989,1,17,14.6,1.6,8.4,,Shawn Kemp,No,1.1167219512195121,0.6585365853658536,0.3414634146341463,6.0
77074,Lou,Hudson,1944-07-11T00:00:00,Minnesota,USA,Minnesota/USA,77.0,210.0,12,Forward,Inactive,1610612737,Hawks,Atlanta,1966,1978,1966,1,4,20.2,2.7,4.4,,Lou Hudson,No,1.0548395604395608,0.8388278388278388,0.1611721611721612,6.0
76054,Nate,Archibald,1948-09-02T00:00:00,Texas-El Paso,USA,Texas-El Paso/USA,73.0,150.0,12,Guard,Inactive,1610612758,Kings,Kansas City,1970,1983,1970,2,19,18.8,7.4,2.3,,Nate Archibald,No,1.3472673684210523,0.9192982456140351,0.0807017543859649,6.0
78628,George,Yardley,1928-11-03T00:00:00,Stanford,USA,Stanford/USA,77.0,190.0,6,Forward,Inactive,1610612765,Pistons,Detroit,1953,1959,1950,1,7,19.2,1.7,8.9,,George Yardley,No,0.5848912751677854,0.7013422818791947,0.2986577181208054,6.0
2200,Pau,Gasol,1980-07-06T00:00:00, ,Spain,FC Barcelona/Germany,84.0,250.0,18,Center-Forward,Inactive,1610612749,Bucks,Milwaukee,2001,2018,2001,1,3,17.0,3.2,9.2,,Pau Gasol,No,3.064163265306122,0.6870748299319728,0.3129251700680272,6.0
76504,Adrian,Dantley,1955-02-26T00:00:00,Notre Dame,USA,Notre Dame/USA,77.0,208.0,14,Forward,Inactive,1610612762,Jazz,Utah,1976,1990,1976,1,6,24.3,3.0,5.7,,Adrian Dantley,No,1.7628545454545455,0.8272727272727273,0.17272727272727273,6.0
1453,Walter,Davis,1954-09-09T00:00:00,North Carolina,USA,North Carolina/USA,78.0,193.0,14,Guard,Inactive,1610612756,Suns,Phoenix,1977,1991,1977,1,5,18.9,3.8,3.0,,Walter Davis,No,1.1737120622568091,0.8832684824902723,0.11673151750972763,6.0
2207,Joe,Johnson,1981-06-29T00:00:00,Arkansas,USA,Arkansas/USA,79.0,240.0,17,Guard-Forward,Inactive,1610612737,Hawks,Atlanta,2001,2017,2001,1,10,16.0,3.9,4.0,,Joe Johnson,No,1.7753974895397489,0.8326359832635983,0.1673640167364017,7.0
255,Grant,Hill,1972-10-05T00:00:00,Duke,USA,Duke/USA,80.0,225.0,17,Forward,Inactive,1610612765,Pistons,Detroit,1994,2012,1994,1,3,16.7,4.1,6.0,,Grant Hill,No,2.6059477611940296,0.7761194029850746,0.2238805970149254,7.0
76902,Richie,Guerin,1932-05-29T00:00:00,Iona,USA,Iona/USA,76.0,195.0,12,Guard,Inactive,1610612752,Knicks,New York,1956,1969,1954,2,17,17.3,5.0,5.0,,Richie Guerin,No,1.901098901098901,0.8168498168498168,0.18315018315018314,6.0
2225,Tony,Parker,1982-05-17T00:00:00,Paris Basket Racing,France,Paris Basket Racing/France,74.0,185.0,18,Guard,Inactive,1610612766,Hornets,Charlotte,2001,2018,2001,1,28,15.5,5.6,2.7,,Tony Parker,No,1.7724705882352942,0.8865546218487396,0.1134453781512605,6.0
600014,Artis,Gilmore,1948-09-21T00:00:00,Jacksonville,USA,Jacksonville/USA,86.0,240.0,11,Center,Inactive,1610612741,Bulls,Chicago,1976,1987,1971,7,117,17.1,2.0,10.1,,Artis Gilmore,No,1.3012397260273971,0.6541095890410958,0.34589041095890405,6.0
78388,Jack,Twyman,1934-05-11T00:00:00,Cincinnati,USA,Cincinnati/USA,78.0,210.0,10,Forward,Inactive,1610612758,Royals,Cincinnati,1955,1965,1955,2,8,19.2,2.3,6.6,,Jack Twyman,No,1.0372099644128112,0.7651245551601423,0.23487544483985762,6.0
77593,Vern,Mikkelsen,1928-10-21T00:00:00,Hamline,USA,Hamline/USA,79.0,230.0,9,Forward,Inactive,1610612747,Lakers,Minneapolis,1949,1958,1949,None,None,14.4,2.2,9.4,,Vern Mikkelsen,No,1.0308184615384617,0.6384615384615385,0.36153846153846153,6.0
247,Joe,Dumars,1963-05-24T00:00:00,McNeese State,USA,McNeese State/USA,75.0,195.0,13,Guard,Inactive,1610612765,Pistons,Detroit,1985,1998,1985,1,18,16.1,4.5,2.2,,Joe Dumars,No,0.9088026315789475,0.9035087719298246,0.09649122807017545,6.0
2405,Amar'e,Stoudemire,1982-11-16T00:00:00,Cypress Creek HS (FL),USA,Cypress Creek HS (FL)/USA,82.0,245.0,14,Forward-Center,Inactive,1610612752,Knicks,New York,2002,2015,2002,1,9,18.9,1.2,7.8,,Amar'e Stoudemire,No,0.887690322580645,0.7204301075268816,0.2795698924731183,6.0
77070,Bailey,Howell,1937-01-20T00:00:00,Mississippi State,USA,Mississippi State/USA,79.0,210.0,11,Forward,Inactive,1610612765,Pistons,Detroit,1959,1970,1959,1,2,18.7,2.0,9.9,,Bailey Howell,No,1.331,0.676470588235294,0.3235294117647059,6.0
77169,Neil,Johnston,1929-02-04T00:00:00,Ohio State,USA,Ohio State/USA,80.0,210.0,7,Center,Inactive,1610612744,Warriors,Philadelphia,1951,1958,Undrafted,Undrafted,Undrafted,19.4,2.5,11.3,,Neil Johnston,No,1.1555271084337349,0.6596385542168673,0.34036144578313254,6.0
77626,Sidney,Moncrief,1957-09-21T00:00:00,Arkansas,USA,Arkansas/USA,76.0,180.0,10,Guard,Inactive,1610612749,Bucks,Milwaukee,1979,1990,1979,1,5,15.6,3.6,4.7,,Sidney Moncrief,No,1.1044016736401674,0.803347280334728,0.19665271966527198,5.0
76454,Larry,Costello,1931-07-02T00:00:00,Niagara,USA,Niagara/USA,73.0,186.0,11,Guard,Inactive,1610612755,76ers,Philadelphia,1954,1967,1954,2,12,12.2,4.6,3.8,,Larry Costello,No,1.138745631067961,0.8155339805825242,0.18446601941747573,6.0
782,Mitch,Richmond,1965-06-30T00:00:00,Kansas State,USA,Kansas State/USA,77.0,220.0,13,Guard,Inactive,1610612758,Kings,Sacramento,1988,2001,1988,1,5,21.0,3.5,3.9,,Mitch Richmond,No,1.3121302816901408,0.8626760563380282,0.13732394366197184,6.0
78500,Paul,Westphal,1950-11-30T00:00:00,Southern California,USA,Southern California/USA,76.0,195.0,11,Guard,Inactive,1610612756,Suns,Phoenix,1972,1983,1972,1,10,15.6,4.4,1.9,,Paul Westphal,No,0.6550575342465753,0.9132420091324202,0.0867579908675799,5.0
979,Jermaine,O'Neal,1978-10-13T00:00:00,Eau Claire HS (SC),USA,Eau Claire HS (SC)/USA,83.0,255.0,17,Center-Forward,Inactive,1610612754,Pacers,Indiana,1996,2013,1996,1,17,13.2,1.4,7.2,,Jermaine O'Neal,No,1.0375926605504586,0.6697247706422018,0.3302752293577982,6.0
78392,Wes,Unseld,1946-03-14T00:00:00,Louisville,USA,Louisville/USA,79.0,245.0,12,Center,Inactive,1610612764,Bullets,Washington,1968,1980,1968,1,2,10.8,3.9,14.0,,Wes Unseld,No,2.465560975609756,0.5121951219512195,0.4878048780487804,5.0
397,Reggie,Miller,1965-08-24T00:00:00,UCLA,USA,UCLA/USA,79.0,195.0,18,Guard,Inactive,1610612754,Pacers,Indiana,1987,2004,1987,1,11,18.2,3.0,3.0,,Reggie Miller,No,1.2183471074380163,0.8760330578512396,0.12396694214876033,5.0
